vurderingid;created;nettstednavn;url;poeng;maxpoeng;snittprosent;stjerner;tilgang_poeng;tilgang_maxpoeng;brukertilpass_poeng;brukertilpass_maxpoeng;nyttig_poeng;nyttig_maxpoeng
13149;08/31/2010 11:26:26;Agdenes kommune;http://www.agdenes.kommune.no/;65;99;66;4;19;30;20;33;26;36
13915;10/04/2010 11:00:00;Akershus fylkeskommune;http://www.akershus.no/;91;99;92;6;29;30;32;33;30;36
14361;10/20/2010 14:22:25;Akershus universitetssykehus HF;http://www.ahus.no;61;99;62;4;16;30;25;33;20;36
13126;08/30/2010 11:59:17;Alstahaug kommune;http://www.alstahaug.kommune.no/;43;99;43;3;13;30;18;33;12;36
13125;08/30/2010 09:39:34;Alta kommune;http://www.alta.kommune.no;90;99;91;6;29;30;30;33;31;36
13178;09/01/2010 07:23:02;Alvdal kommune;http://www.alvdal.kommune.no;38;99;38;2;13;30;15;33;10;36
13195;09/01/2010 15:02:49;Andebu kommune;http://www.andebu.kommune.no;74;99;75;5;22;30;23;33;29;36
13150;08/31/2010 12:42:45;Andøy kommune;http://www.andoy.net/;61;99;62;4;20;30;27;33;14;36
13968;10/05/2010 15:39:35;Arbeids- og velferdsetaten;http://www.nav.no/;64;99;65;4;23;30;25;33;16;36
13856;10/01/2010 10:01:38;Arbeidsdepartementet;http://www.regjeringen.no/nb/dep/ad.html;78;99;79;5;28;30;27;33;23;36
13967;10/05/2010 15:38:49;Arbeidstilsynet;http://www.arbeidstilsynet.no/;62;99;63;4;23;30;22;33;17;36
13115;08/27/2010 12:13:56;Aremark kommune;http://www.aremark.kommune.no;78;99;79;5;24;30;25;33;29;36
13205;09/02/2010 08:07:46;Arendal kommune;http://www.arendal.kommune.no/;69;99;70;5;27;30;17;33;25;36
14012;10/07/2010 10:50:34;Arkitektur- og designhøgskolen i Oslo;http://www.aho.no/;63;99;64;4;20;30;21;33;22;36
13208;09/02/2010 10:53:19;Asker kommune;http://www.asker.kommune.no/;79;99;80;6;17;30;30;33;32;36
13148;08/31/2010 11:13:07;Askim kommune;http://www.askim.kommune.no;84;99;85;6;24;30;29;33;31;36
13147;08/31/2010 10:31:58;Askvoll kommune;http://www.askvoll.kommune.no/;60;99;61;4;23;30;16;33;21;36
13186;09/01/2010 12:11:15;Askøy kommune;http://www.askoy.kommune.no/;60;99;61;4;15;30;24;33;21;36
13216;09/02/2010 13:48:26;Audnedal kommune;http://www.audnedal.kommune.no/;67;99;68;4;19;30;23;33;25;36
13220;09/02/2010 18:18:00;Aukra kommune;http://www.aukra.kommune.no/;54;99;55;3;12;30;20;33;22;36
13253;09/03/2010 17:39:02;Aure kommune;http://www.aure.kommune.no/;86;99;87;6;26;30;28;33;32;36
13206;09/02/2010 09:33:44;Aurland kommune;http://www.aurland.kommune.no;77;99;78;5;28;30;24;33;25;36
13255;09/06/2010 08:17:56;Aurskog-Høland kommune;http://www.aurskog-holand.kommune.no/;74;99;75;5;22;30;28;33;24;36
13930;10/04/2010 17:21:05;Aust-Agder fylkeskommune;http://www.austagderfk.no/;66;99;67;4;17;30;23;33;26;36
13230;09/03/2010 12:27:21;Austevoll kommune;http://www.austevoll.kommune.no/;28;99;28;1;7;30;16;33;5;36
13305;09/07/2010 12:13:45;Austrheim kommune;http://www.austrheim.kommune.no;53;99;54;3;22;30;14;33;17;36
13252;09/03/2010 17:38:17;Averøy kommune;http://www.averoy.kommune.no/;67;99;68;4;24;30;22;33;21;36
14036;10/07/2010 14:26:35;Avinor;http://www.avinor.no;64;99;65;4;20;30;23;33;21;36
14747;11/12/2010 13:07:19;Balestrand kommune;http://www.balestrand.kommune.no;84;99;85;6;29;30;31;33;24;36
13185;09/01/2010 11:09:44;Ballangen kommune;http://www.ballangen.kommune.no/;56;99;57;3;22;30;22;33;12;36
13273;09/06/2010 12:42:37;Balsfjord kommune;http://www.balsfjord.kommune.no/;72;99;73;5;23;30;23;33;26;36
13266;09/06/2010 10:16:16;Bamble kommune;http://www.bamble.kommune.no/;80;99;81;6;23;30;26;33;31;36
13315;09/07/2010 14:31:36;Bardu kommune;http://www.bardu.kommune.no/;66;99;67;4;19;30;23;33;24;36
13860;10/01/2010 12:38:19;Barne-, likestillings- og inkluderingsdepartementet;http://www.regjeringen.no/nb/dep/bld.html;76;99;77;5;27;30;27;33;22;36
13935;10/04/2010 20:35:12;Barne-, ungdoms- og familiedirektoratet;http://www.bufetat.no;70;99;73;5;27;30;33;33;10;36
14060;10/08/2010 10:52:15;Barneombudet;http://www.barneombudet.no/;56;99;57;3;11;30;22;33;23;36
13196;09/01/2010 16:02:26;Beiarn kommune;http://www.beiarn.kommune.no;44;99;44;3;17;30;18;33;9;36
13585;09/20/2010 10:16:50;Berg kommune;http://www.berg.kommune.no;55;99;56;3;22;30;27;33;6;36
13366;09/10/2010 08:54:41;Bergen kommune;http://www.bergen.kommune.no/;75;99;76;5;21;30;24;33;30;36
13135;08/30/2010 14:54:48;Berlevåg kommune;http://www.berlevag.kommune.no;67;99;68;4;22;30;27;33;18;36
13225;09/03/2010 09:56:32;Bindal kommune;http://www.bindal.kommune.no;47;99;47;3;13;30;22;33;12;36
13905;10/04/2010 09:22:30;Bioforsk;http://www.bioforsk.no;57;99;58;4;21;30;20;33;16;36
13927;10/04/2010 15:20:11;Bioteknologinemnda;http://www.bion.no/;76;99;77;5;20;30;31;33;25;36
13346;09/09/2010 08:43:06;Birkenes kommune;http://www.birkenes.kommune.no/;56;99;57;3;21;30;21;33;14;36
13357;09/09/2010 10:31:15;Bjerkreim kommune;http://www.bjerkreim.kommune.no;52;99;53;3;8;30;25;33;19;36
13246;09/03/2010 16:47:51;Bjugn kommune;http://www.bjugn.kommune.no/;76;99;77;5;20;30;29;33;27;36
13278;09/06/2010 15:18:50;Bodø kommune;http://www.bodo.kommune.no;65;99;66;4;21;30;25;33;19;36
13360;09/09/2010 12:39:09;Bokn kommune;http://www.bokn.kommune.no;58;99;59;4;24;30;23;33;11;36
13355;09/09/2010 10:13:32;Bremanger kommune;http://www.bremanger.kommune.no/;69;99;70;5;25;30;22;33;22;36
13307;09/07/2010 12:40:30;Brønnøy kommune;http://www.bronnoy.kommune.no/;51;99;52;3;16;30;26;33;9;36
13946;10/05/2010 08:51:59;Brønnøysundregistrene;http://www.brreg.no;62;99;63;4;22;30;22;33;18;36
14509;10/25/2010 09:46:51;Buskerud fylkeskommune;http://www.bfk.no;71;99;72;5;23;30;22;33;26;36
13362;09/09/2010 15:12:14;Bygland kommune;http://www.bygland.kommune.no/;43;99;43;3;12;30;19;33;12;36
13365;09/10/2010 08:22:15;Bykle kommune;http://www.bykle.kommune.no;68;99;69;4;20;30;20;33;28;36
13368;09/10/2010 10:31:18;Bærum kommune;http://www.baerum.kommune.no/;81;99;82;6;24;30;25;33;32;36
13374;09/10/2010 13:26:17;Bø kommune (Telemark);http://www.bokommune.no/;66;99;67;4;25;30;19;33;22;36
13265;09/06/2010 09:34:58;Bø kommune (Vesterålen);http://www.boe.kommune.no/;42;99;42;2;11;30;20;33;11;36
13456;09/14/2010 09:38:11;Bømlo kommune;http://www.bomlo.kommune.no;58;99;59;4;23;30;18;33;17;36
13146;08/31/2010 10:00:37;Båtsfjord kommune;http://www.batsfjord.kommune.no/;50;99;51;3;20;30;25;33;5;36
13957;10/05/2010 13:03:18;Datatilsynet;http://www.datatilsynet.no;51;99;52;3;19;30;22;33;10;36
14539;10/26/2010 12:14:18;Direktoratet for byggkvalitet;http://www.dibk.no;42;99;42;2;10;30;15;33;17;36
13325;09/08/2010 08:41:43;Direktoratet for forvaltning og IKT;http://www.difi.no/;79;99;80;6;24;30;28;33;27;36
13975;10/05/2010 21:39:13;Direktoratet for mineralforvaltning (Bergmesteren Svalbard);http://www.dirmin.no;27;99;27;1;6;30;15;33;6;36
14005;10/07/2010 09:10:10;Direktoratet for nødkommunikasjon;http://www.dinkom.no/;46;99;46;3;13;30;23;33;10;36
13998;10/06/2010 13:08:54;Direktoratet for samfunnssikkerhet og beredskap;http://www.dsb.no/;66;99;67;4;19;30;23;33;24;36
13865;10/01/2010 14:14:33;Direktoratet for utviklingssamarbeid - Norad;http://www.norad.no/;75;99;76;5;30;30;25;33;20;36
13988;10/06/2010 10:22:53;Domstolene i Norge;http://www.domstol.no/;46;99;46;3;9;30;27;33;10;36
13385;09/12/2010 11:28:41;Dovre kommune;http://www.dovre.kommune.no;67;99;68;4;18;30;22;33;27;36
13395;09/13/2010 08:40:04;Drammen kommune;http://www.drammen.kommune.no/;75;99;76;5;18;30;24;33;33;36
13267;09/06/2010 10:18:30;Drangedal kommune;http://www.drangedal.kommune.no/;72;99;73;5;21;30;24;33;27;36
13540;09/17/2010 13:54:21;Dyrøy kommune;http://www.dyroy.kommune.no;85;99;86;6;28;30;29;33;28;36
13316;09/07/2010 16:29:05;Dønna kommune;http://www.donna.kommune.no/;35;99;35;2;8;30;20;33;7;36
13369;09/10/2010 10:39:03;Eid kommune;http://www.eid.kommune.no/;59;99;60;4;21;30;16;33;22;36
13408;09/13/2010 10:31:45;Eide kommune;http://www.eide.kommune.no/;68;99;69;4;26;30;21;33;21;36
13499;09/15/2010 14:56:02;Eidfjord kommune;http://www.eidfjord.kommune.no;73;99;74;5;26;30;22;33;25;36
13336;09/08/2010 12:29:58;Eidsberg kommune;http://www.eidsberg.kommune.no;73;99;74;5;24;30;24;33;25;36
13418;09/13/2010 13:40:17;Eidskog kommune;http://www.eidskog.kommune.no/;62;99;63;4;21;30;15;33;26;36
13426;09/13/2010 15:25:38;Eidsvoll kommune;http://www.eidsvoll.kommune.no/;66;99;67;4;18;30;24;33;24;36
13455;09/14/2010 08:18:28;Eigersund kommune;http://www.eigersund.kommune.no/;66;99;67;4;22;30;25;33;19;36
13475;09/15/2010 08:28:30;Elverum kommune;http://www.elverum.kommune.no/;67;99;68;4;20;30;21;33;26;36
13495;09/15/2010 12:10:23;Enebakk kommune;http://www.enebakk.kommune.no/;73;99;74;5;20;30;27;33;26;36
13157;08/31/2010 14:13:47;Engerdal kommune;http://www.engerdal.kommune.no/;78;99;79;5;24;30;26;33;28;36
14056;10/08/2010 08:48:11;Enøk-sentrene i Norge;http://www.enok.no/;24;99;24;1;8;30;10;33;6;36
13519;09/16/2010 14:37:33;Etne kommune;http://www.etne.kommune.no/;91;99;92;6;29;30;30;33;32;36
13497;09/15/2010 13:17:07;Etnedal kommune;http://www.etnedal.kommune.no/;65;99;66;4;26;30;25;33;14;36
13359;09/09/2010 12:22:28;Evenes kommune;http://www.evenes.kommune.no;48;99;48;3;11;30;20;33;17;36
13505;09/16/2010 08:43:12;Evje og Hornnes kommune;http://www.e-h.kommune.no;63;99;64;4;25;30;22;33;16;36
13508;09/16/2010 10:36:29;Farsund kommune;http://www.farsund.kommune.no/;66;99;67;4;13;30;22;33;31;36
13416;09/13/2010 13:20:39;Fauske kommune;http://www.fauske.kommune.no/;53;99;54;3;18;30;26;33;9;36
13586;09/20/2010 10:44:50;Fedje kommune;http://www.fedje.kommune.no/;52;99;53;3;19;30;16;33;17;36
13522;09/16/2010 15:51:15;Fet kommune;http://www.fet.kommune.no/;66;99;67;4;19;30;21;33;26;36
13926;10/04/2010 14:54:03;Finansdepartementet;http://www.regjeringen.no/nb/dep/fin.html;77;99;78;5;28;30;28;33;21;36
14148;10/13/2010 13:29:49;Finanstilsynet;http://www.finanstilsynet.no/;57;99;58;4;19;30;26;33;12;36
14523;10/25/2010 15:32:56;Finnmark fylkeskommune / Finnmárkku fylkkagielda;http://www.ffk.no/;74;99;75;5;23;30;25;33;26;36
13524;09/16/2010 17:10:35;Finnøy kommune;http://www.finnoy.kommune.no;58;99;59;4;16;30;18;33;24;36
13945;10/05/2010 08:51:32;Fiskeri- og kystdepartementet;http://www.regjeringen.no/nb/dep/fkd;74;99;75;5;24;30;27;33;23;36
14002;10/06/2010 14:55:38;Fiskeridirektoratet;http://www.fiskeridir.no/;64;99;65;4;23;30;27;33;14;36
13948;10/05/2010 08:55:39;Fitjar kommune;http://www.fitjar.kommune.no;50;99;51;3;11;30;15;33;24;36
13372;09/10/2010 13:04:43;Fjaler kommune;http://www.fjaler.kommune.no/;79;99;80;6;27;30;23;33;29;36
13949;10/05/2010 10:25:43;Fjell kommune;http://www.fjell.kommune.no;75;99;76;5;24;30;26;33;25;36
13457;09/14/2010 09:39:41;Flakstad kommune;http://www.flakstad.kommune.no/;47;99;47;3;14;30;18;33;15;36
13536;09/17/2010 08:53:02;Flatanger kommune;http://www.flatanger.kommune.no;60;99;61;4;16;30;20;33;24;36
13537;09/17/2010 10:49:50;Flekkefjord kommune;http://www.flekkefjord.kommune.no;62;99;63;4;20;30;20;33;22;36
13555;09/19/2010 10:38:26;Flesberg kommune;http://www.flesberg.kommune.no/;60;99;61;4;17;30;20;33;23;36
13515;09/16/2010 12:36:00;Flora kommune;http://www.flora.kommune.no;49;99;49;3;10;30;20;33;19;36
13228;09/03/2010 11:48:35;Flå kommune;http://www.flaa.kommune.no/;69;99;70;5;20;30;26;33;23;36
13199;09/01/2010 16:52:52;Folldal kommune;http://www.folldal.kommune.no/;32;99;32;2;13;30;11;33;8;36
14074;10/08/2010 15:44:21;Forbrukerombudet;http://www.forbrukerombudet.no/;67;99;68;4;15;30;28;33;24;36
14009;10/07/2010 10:25:28;Forbrukerrådet;http://www.forbrukerradet.no;55;99;56;3;21;30;24;33;10;36
14010;10/07/2010 10:39:50;Forbrukertvistutvalget;http://www.forbrukertvistutvalget.no/;51;99;52;3;16;30;15;33;20;36
14015;10/07/2010 11:41:17;Forliksrådet;http://www.forliksradet.no/;22;99;22;1;5;30;12;33;5;36
13955;10/05/2010 11:51:25;Fornyings-, administrasjons- og kirkedepartementet;http://www.regjeringen.no/nb/dep/fad;79;99;80;6;27;30;29;33;23;36
14366;10/20/2010 20:14:33;Forsand kommune;http://www.forsand.kommune.no;50;99;51;3;17;30;20;33;13;36
14025;10/07/2010 12:14:15;Forskning.no;http://www.forskning.no;60;99;61;4;14;30;19;33;27;36
14028;10/07/2010 12:45:19;Forskningsetiske komiteer;http://www.etikkom.no;86;99;87;6;30;30;30;33;26;36
14542;10/26/2010 13:27:45;Forsvaret;http://www.forsvaret.no;61;99;62;4;10;30;20;33;31;36
14075;10/11/2010 08:50:38;Forsvarets forskningsinstitutt;http://www.ffi.no;49;99;49;3;9;30;22;33;18;36
14007;10/07/2010 10:22:09;Forsvarsdepartementet;http://www.regjeringen.no/nb/dep/fd;78;99;79;5;28;30;27;33;23;36
13595;09/21/2010 08:13:43;Fosnes kommune;http://www.fosnes.kommune.no/;55;99;56;3;17;30;23;33;15;36
13459;09/14/2010 10:43:00;Fredrikstad kommune;http://www.fredrikstad.kommune.no/;63;99;64;4;19;30;19;33;25;36
14057;10/08/2010 09:31:46;Fridtjof Nansens Institutt;http://www.fni.no/;36;99;36;2;11;30;18;33;7;36
14059;10/08/2010 10:37:33;Fritt sykehusvalg;http://www.frittsykehusvalg.no/;73;99;74;5;22;30;27;33;24;36
13606;09/21/2010 10:49:43;Frogn kommune;http://www.frogn.kommune.no/;79;99;80;6;24;30;25;33;30;36
13625;09/21/2010 20:19:09;Froland kommune;http://www.froland.kommune.no/;66;99;67;4;24;30;20;33;22;36
13638;09/22/2010 11:31:49;Frosta kommune;http://www.frosta.kommune.no/;71;99;72;5;21;30;26;33;24;36
13648;09/22/2010 14:25:57;Fræna kommune;http://www.frana.kommune.no;70;99;71;5;26;30;21;33;23;36
13657;09/22/2010 16:11:04;Frøya kommune;http://www.froya.kommune.no/;49;99;49;3;16;30;19;33;14;36
13986;10/06/2010 09:38:55;Fusa kommune;http://www.fusa.kommune.no/;64;99;65;4;26;30;22;33;16;36
14543;10/26/2010 13:50:38;Fylkesmannen i Aust-Agder;http://www.fylkesmannen.no/AA;68;99;69;4;23;30;19;33;26;36
14605;10/27/2010 20:49:37;Fylkesmannen i Buskerud;http://www.fylkesmannen.no/Buskerud;69;99;70;5;24;30;20;33;25;36
14606;10/27/2010 21:28:34;Fylkesmannen i Finnmark;http://www.fylkesmannen.no/Finnmark;71;99;72;5;27;30;22;33;22;36
14607;10/27/2010 21:58:07;Fylkesmannen i Hedmark;http://www.fylkesmannen.no/hedmark;79;99;80;6;29;30;22;33;28;36
14608;10/27/2010 22:36:30;Fylkesmannen i Hordaland;http://www.fylkesmannen.no/hordaland;73;99;74;5;26;30;22;33;25;36
14626;10/28/2010 12:59:35;Fylkesmannen i Møre og Romsdal;http://www.fylkesmannen.no/mr;72;99;73;5;26;30;21;33;25;36
14645;10/28/2010 15:33:05;Fylkesmannen i Nordland;http://www.fylkesmannen.no/nordland;76;99;77;5;26;30;22;33;28;36
14700;10/29/2010 14:44:02;Fylkesmannen i Nord-Trøndelag;http://www.fylkesmannen.no/nt;75;99;76;5;26;30;24;33;25;36
14701;10/29/2010 15:11:29;Fylkesmannen i Oppland;http://www.fylkesmannen.no/oppland;74;99;75;5;26;30;24;33;24;36
14715;10/29/2010 23:01:56;Fylkesmannen i Oslo og Akershus;http://www.fylkesmannen.no/OsloOgAkershus;73;99;74;5;26;30;22;33;25;36
14716;10/29/2010 23:20:19;Fylkesmannen i Rogaland;http://www.fylkesmannen.no/Rogaland;73;99;74;5;26;30;22;33;25;36
14717;10/29/2010 23:57:49;Fylkesmannen i Sogn og Fjordane;http://www.fylkesmannen.no/sfj;77;99;78;5;26;30;24;33;27;36
14725;10/30/2010 13:44:02;Fylkesmannen i Sør-Trøndelag;http://www.fylkesmannen.no/st;72;99;73;5;26;30;21;33;25;36
14726;10/30/2010 14:20:25;Fylkesmannen i Telemark;http://www.fylkesmannen.no/telemark;65;99;66;4;25;30;19;33;21;36
14727;10/30/2010 14:47:52;Fylkesmannen i Troms;http://www.fylkesmannen.no/troms;72;99;73;5;26;30;23;33;23;36
14735;10/31/2010 20:19:21;Fylkesmannen i Vest-Agder;http://www.fylkesmannen.no/va;77;99;78;5;26;30;24;33;27;36
14736;10/31/2010 20:42:39;Fylkesmannen i Vestfold;http://www.fylkesmannen.no/vestfold;68;99;69;4;25;30;19;33;24;36
14737;10/31/2010 21:23:15;Fylkesmannen i Østfold;http://www.fylkesmannen.no/Ostfold;75;99;76;5;29;30;24;33;22;36
13236;09/03/2010 13:48:17;Fyresdal kommune;http://www.fyresdal.kommune.no/;69;99;70;5;18;30;24;33;27;36
14386;10/21/2010 13:50:21;Førde kommune;http://www.forde.kommune.no;86;99;87;6;28;30;26;33;32;36
13156;08/31/2010 14:06:51;Gamvik kommune;http://www.gamvik.kommune.no/;48;99;48;3;16;30;26;33;6;36
13575;09/20/2010 08:41:01;Gaular kommune;http://www.gaular.kommune.no/;68;99;69;4;25;30;19;33;24;36
13658;09/22/2010 16:13:49;Gausdal kommune;http://www.gausdal.kommune.no/;59;99;60;4;20;30;21;33;18;36
13463;09/14/2010 14:59:44;Gildeskål kommune;http://www.gildeskal.kommune.no/;39;99;39;2;11;30;21;33;7;36
14756;11/16/2010 10:46:37;Giske kommune;http://www.giske.kommune.no/;69;99;70;5;27;30;20;33;22;36
13676;09/23/2010 12:26:21;Gjemnes kommune;http://www.gjemnes.kommune.no/;71;99;72;5;26;30;21;33;24;36
13443;09/13/2010 16:31:21;Gjerdrum kommune;http://www.gjerdrum.kommune.no;67;99;68;4;18;30;22;33;27;36
13678;09/23/2010 14:51:11;Gjerstad kommune;http://www.gjerstad.kommune.no;58;99;59;4;18;30;16;33;24;36
13680;09/23/2010 16:15:42;Gjesdal kommune;http://www.gjesdal.kommune.no/;73;99;74;5;18;30;24;33;31;36
13685;09/23/2010 19:58:08;Gjøvik kommune;http://www.gjovik.kommune.no;64;99;65;4;15;30;25;33;24;36
13605;09/21/2010 10:10:46;Gloppen kommune;http://www.gloppen.kommune.no;69;99;70;5;25;30;19;33;25;36
13229;09/03/2010 12:18:01;Gol kommune;http://www.gol.kommune.no/;70;99;71;5;20;30;26;33;24;36
13715;09/26/2010 10:35:51;Gran kommune;http://www.gran.kommune.no;67;99;68;4;18;30;22;33;27;36
13496;09/15/2010 12:27:40;Grane kommune;http://www.grane.kommune.no;71;99;72;5;16;30;26;33;29;36
13987;10/06/2010 10:11:23;Granvin herad;http://www.granvin.kommune.no/;41;99;41;2;17;30;11;33;13;36
13538;09/17/2010 11:02:10;Gratangen kommune;http://www.gratangen.kommune.no/;69;99;70;5;22;30;27;33;20;36
13725;09/27/2010 08:58:04;Grimstad kommune;http://www.grimstad.kommune.no/;66;99;67;4;23;30;24;33;19;36
